seq_nota;cod_pdv;cod_caixa;cod_cliente;num_nota;dat_nota;flg_entrega;vlr_nota;vlr_dinheiro;vlr_tick;vlr_cartao
3378;1;1;5;3378;2014/10/29 00:00:00.000;N;694,88;0,0;0,0;0,0
3379;3;1;4;3379;2014/10/29 00:00:00.000;N;1614,52;0,0;0,0;0,0
3380;1;1;1;3380;2014/10/29 00:00:00.000;N;943,3;0,0;0,0;0,0
3381;1;3;6;3381;2014/10/29 00:00:00.000;N;735,95;0,0;0,0;0,0
3382;1;1;3;3382;2014/10/29 00:00:00.000;N;1143,97;0,0;0,0;0,0
3383;1;2;2;3383;2014/10/29 00:00:00.000;N;629,89;0,0;0,0;0,0
3384;3;2;1;3384;2014/10/29 00:00:00.000;N;1098,5;0,0;0,0;0,0
3385;3;1;3;3385;2014/10/29 00:00:00.000;N;768,6;0,0;0,0;0,0
3386;1;2;6;3386;2014/10/29 00:00:00.000;N;1778,1;0,0;0,0;0,0
3387;1;2;1;3387;2014/10/29 00:00:00.000;N;921,55;0,0;0,0;0,0
3388;1;3;1;3388;2014/10/29 00:00:00.000;N;908,89;0,0;0,0;0,0
3389;1;3;4;3389;2014/10/29 00:00:00.000;N;965,7;0,0;0,0;0,0
3390;3;2;2;3390;2014/10/29 00:00:00.000;N;1738,5;0,0;0,0;0,0
3391;3;3;4;3391;2014/10/29 00:00:00.000;N;1031,59;0,0;0,0;0,0
3392;3;1;3;3392;2014/10/29 00:00:00.000;N;929,0;0,0;0,0;0,0
3393;3;2;3;3393;2014/10/29 00:00:00.000;N;826,58;0,0;0,0;0,0
3394;1;3;1;3394;2014/10/29 00:00:00.000;N;1448,02;0,0;0,0;0,0
3395;2;2;4;3395;2014/10/29 00:00:00.000;N;841,9;0,0;0,0;0,0
3396;1;2;6;3396;2014/10/29 00:00:00.000;N;749,57;0,0;0,0;0,0
3397;2;1;5;3397;2014/10/29 00:00:00.000;N;803,5;0,0;0,0;0,0
3398;3;2;6;3398;2014/10/29 00:00:00.000;N;1432,8;0,0;0,0;0,0
3399;3;2;2;3399;2014/10/29 00:00:00.000;N;843,2;0,0;0,0;0,0
3400;3;1;3;3400;2014/10/29 00:00:00.000;N;1230,49;0,0;0,0;0,0
3401;1;3;6;3401;2014/10/29 00:00:00.000;N;785,27;0,0;0,0;0,0
3402;3;3;1;3402;2014/10/29 00:00:00.000;N;951,4;0,0;0,0;0,0
3403;2;1;2;3403;2014/10/29 00:00:00.000;N;606,0;0,0;0,0;0,0
3404;3;3;6;3404;2014/10/29 00:00:00.000;N;1426,25;0,0;0,0;0,0
3405;3;3;4;3405;2014/10/29 00:00:00.000;N;337,8;0,0;0,0;0,0
3406;2;1;1;3406;2014/10/29 00:00:00.000;N;625,83;0,0;0,0;0,0
3407;3;3;5;3407;2014/10/29 00:00:00.000;N;1340,61;0,0;0,0;0,0
3508;1;3;5;3508;2013/03/19 00:00:00.000;N;1233,41;0,0;0,0;0,0
3509;2;3;4;3509;2013/03/19 00:00:00.000;N;1094,5;0,0;0,0;0,0
3510;3;3;4;3510;2013/03/19 00:00:00.000;N;1032,71;0,0;0,0;0,0
3511;3;2;2;3511;2013/03/19 00:00:00.000;N;584,0;0,0;0,0;0,0
3512;1;1;2;3512;2013/03/19 00:00:00.000;N;849,34;0,0;0,0;0,0
3513;3;1;3;3513;2013/03/19 00:00:00.000;N;1080,9;0,0;0,0;0,0
3514;1;1;4;3514;2013/03/19 00:00:00.000;N;857,0;0,0;0,0;0,0
3515;2;2;3;3515;2013/03/19 00:00:00.000;N;1310,08;0,0;0,0;0,0
3516;1;1;1;3516;2013/03/19 00:00:00.000;N;1499,09;0,0;0,0;0,0
3517;1;2;3;3517;2013/03/19 00:00:00.000;N;895,85;0,0;0,0;0,0
3518;3;2;5;3518;2013/03/19 00:00:00.000;N;650,88;0,0;0,0;0,0
3519;2;1;4;3519;2013/03/19 00:00:00.000;N;1158,1;0,0;0,0;0,0
3520;2;3;4;3520;2013/03/19 00:00:00.000;N;373,91;0,0;0,0;0,0
3521;3;1;3;3521;2013/03/19 00:00:00.000;N;854,0;0,0;0,0;0,0
3522;1;1;5;3522;2013/03/19 00:00:00.000;N;806,8;0,0;0,0;0,0
3523;1;1;1;3523;2013/03/19 00:00:00.000;N;1088,29;0,0;0,0;0,0
3524;1;2;3;3524;2013/03/19 00:00:00.000;N;604,66;0,0;0,0;0,0
3525;2;1;2;3525;2013/03/19 00:00:00.000;N;1564,7;0,0;0,0;0,0
3526;1;3;4;3526;2013/03/19 00:00:00.000;N;1529,03;0,0;0,0;0,0
3527;2;2;5;3527;2013/03/19 00:00:00.000;N;943,64;0,0;0,0;0,0
3528;1;2;4;3528;2013/03/19 00:00:00.000;N;495,0;0,0;0,0;0,0
3529;3;2;1;3529;2013/03/19 00:00:00.000;N;1339,9;0,0;0,0;0,0
3530;3;2;4;3530;2013/03/19 00:00:00.000;N;1806,9;0,0;0,0;0,0
3531;1;3;1;3531;2013/03/19 00:00:00.000;N;1049,61;0,0;0,0;0,0
3532;2;2;2;3532;2013/03/19 00:00:00.000;N;1214,46;0,0;0,0;0,0
3533;2;1;3;3533;2013/03/19 00:00:00.000;N;1252,9;0,0;0,0;0,0
3534;1;1;6;3534;2013/03/19 00:00:00.000;N;637,04;0,0;0,0;0,0
3535;1;3;2;3535;2013/03/19 00:00:00.000;N;510,0;0,0;0,0;0,0
3536;3;2;2;3536;2013/03/19 00:00:00.000;N;952,1;0,0;0,0;0,0
3537;3;2;4;3537;2013/03/19 00:00:00.000;N;1031,4;0,0;0,0;0,0
3538;2;3;5;3538;2013/03/19 00:00:00.000;N;1077,86;0,0;0,0;0,0
3539;1;2;3;3539;2013/03/19 00:00:00.000;N;1245,0;0,0;0,0;0,0
3540;2;2;2;3540;2013/03/19 00:00:00.000;N;1086,9;0,0;0,0;0,0
3541;3;2;3;3541;2013/03/19 00:00:00.000;N;923,3;0,0;0,0;0,0
3542;2;2;4;3542;2013/03/19 00:00:00.000;N;1245,87;0,0;0,0;0,0
3543;2;1;5;3543;2013/03/19 00:00:00.000;N;1519,08;0,0;0,0;0,0
3544;3;2;1;3544;2013/03/19 00:00:00.000;N;636,84;0,0;0,0;0,0
3545;2;1;2;3545;2013/03/19 00:00:00.000;N;858,85;0,0;0,0;0,0
3546;3;2;1;3546;2013/03/19 00:00:00.000;N;443,85;0,0;0,0;0,0
3547;2;3;5;3547;2013/03/19 00:00:00.000;N;625,34;0,0;0,0;0,0
3548;1;1;1;3548;2013/03/19 00:00:00.000;N;506,41;0,0;0,0;0,0
3549;2;2;5;3549;2013/03/19 00:00:00.000;N;465,4;0,0;0,0;0,0
3550;3;1;3;3550;2013/03/19 00:00:00.000;N;1368,03;0,0;0,0;0,0
3551;2;2;3;3551;2013/03/19 00:00:00.000;N;883,3;0,0;0,0;0,0
3552;3;2;4;3552;2013/03/19 00:00:00.000;N;872,0;0,0;0,0;0,0
3553;3;1;4;3553;2013/03/19 00:00:00.000;N;825,9;0,0;0,0;0,0
3554;3;1;6;3554;2013/03/19 00:00:00.000;N;750,0;0,0;0,0;0,0
3555;1;1;3;3555;2013/03/19 00:00:00.000;N;1198,34;0,0;0,0;0,0
3556;2;1;6;3556;2013/03/19 00:00:00.000;N;967,35;0,0;0,0;0,0
3557;2;1;4;3557;2013/03/19 00:00:00.000;N;1136,43;0,0;0,0;0,0
3558;3;3;6;3558;2013/03/19 00:00:00.000;N;941,37;0,0;0,0;0,0
3559;3;1;6;3559;2013/03/19 00:00:00.000;N;344,0;0,0;0,0;0,0
3560;3;1;3;3560;2013/03/19 00:00:00.000;N;739,62;0,0;0,0;0,0
3561;2;1;4;3561;2013/03/19 00:00:00.000;N;1247,74;0,0;0,0;0,0
3562;3;1;5;3562;2013/03/19 00:00:00.000;N;532,0;0,0;0,0;0,0
3563;2;2;2;3563;2013/03/19 00:00:00.000;N;1933,2;0,0;0,0;0,0
3564;2;1;4;3564;2013/03/19 00:00:00.000;N;1194,68;0,0;0,0;0,0
3565;3;1;4;3565;2013/03/19 00:00:00.000;N;589,83;0,0;0,0;0,0
3566;2;2;5;3566;2013/03/19 00:00:00.000;N;1221,8;0,0;0,0;0,0
3567;1;3;1;3567;2013/03/19 00:00:00.000;N;991,8;0,0;0,0;0,0
3568;2;3;5;3568;2013/03/19 00:00:00.000;N;1094,6;0,0;0,0;0,0
3569;1;1;6;3569;2013/03/19 00:00:00.000;N;1239,35;0,0;0,0;0,0
3570;1;1;5;3570;2013/03/19 00:00:00.000;N;1321,89;0,0;0,0;0,0
3571;1;3;1;3571;2013/03/19 00:00:00.000;N;1094,45;0,0;0,0;0,0
3572;2;3;5;3572;2013/03/19 00:00:00.000;N;1175,93;0,0;0,0;0,0
3573;3;2;5;3573;2013/03/19 00:00:00.000;N;1330,5;0,0;0,0;0,0
3574;3;2;4;3574;2013/03/19 00:00:00.000;N;989,0;0,0;0,0;0,0
3575;1;1;4;3575;2013/03/19 00:00:00.000;N;1390,1;0,0;0,0;0,0
3576;2;2;6;3576;2013/03/19 00:00:00.000;N;677,92;0,0;0,0;0,0
3577;1;1;5;3577;2013/03/19 00:00:00.000;N;159,97;0,0;0,0;0,0
3578;3;2;3;3578;2013/03/19 00:00:00.000;N;1485,13;0,0;0,0;0,0
3579;3;1;2;3579;2013/03/19 00:00:00.000;N;360,83;0,0;0,0;0,0
3580;2;1;5;3580;2013/03/19 00:00:00.000;N;1355,8;0,0;0,0;0,0
3581;2;2;1;3581;2013/03/19 00:00:00.000;N;664,0;0,0;0,0;0,0
3582;1;2;3;3582;2013/03/19 00:00:00.000;N;695,0;0,0;0,0;0,0
3583;3;2;2;3583;2013/03/19 00:00:00.000;N;1131,5;0,0;0,0;0,0
3584;2;3;3;3584;2013/03/19 00:00:00.000;N;703,93;0,0;0,0;0,0
3585;1;1;6;3585;2013/03/19 00:00:00.000;N;872,86;0,0;0,0;0,0
3586;3;2;5;3586;2013/03/19 00:00:00.000;N;274,96;0,0;0,0;0,0
3587;3;3;5;3587;2013/03/19 00:00:00.000;N;1079,98;0,0;0,0;0,0
3588;3;2;5;3588;2013/03/19 00:00:00.000;N;871,26;0,0;0,0;0,0
3589;3;3;4;3589;2013/03/19 00:00:00.000;N;1053,71;0,0;0,0;0,0
3590;2;3;5;3590;2013/03/19 00:00:00.000;N;543,0;0,0;0,0;0,0
3591;1;1;2;3591;2013/03/19 00:00:00.000;N;454,82;0,0;0,0;0,0
3592;3;3;5;3592;2013/03/19 00:00:00.000;N;1811,4;0,0;0,0;0,0
3593;1;2;4;3593;2013/03/19 00:00:00.000;N;1299,0;0,0;0,0;0,0
3594;1;3;1;3594;2013/03/19 00:00:00.000;N;643,3;0,0;0,0;0,0
3595;2;3;5;3595;2013/03/19 00:00:00.000;N;648,44;0,0;0,0;0,0
3596;1;2;4;3596;2013/03/19 00:00:00.000;N;1089,1;0,0;0,0;0,0
3597;2;2;4;3597;2013/03/19 00:00:00.000;N;575,94;0,0;0,0;0,0
3598;2;2;6;3598;2013/03/19 00:00:00.000;N;1084,85;0,0;0,0;0,0
3599;1;2;4;3599;2013/03/19 00:00:00.000;N;1258,4;0,0;0,0;0,0
3600;3;2;5;3600;2013/03/19 00:00:00.000;N;1224,65;0,0;0,0;0,0
3601;1;1;1;3601;2013/03/19 00:00:00.000;N;775,67;0,0;0,0;0,0
3602;1;2;1;3602;2013/03/19 00:00:00.000;N;774,72;0,0;0,0;0,0
3603;1;1;5;3603;2013/03/19 00:00:00.000;N;1060,7;0,0;0,0;0,0
3604;2;2;1;3604;2013/03/19 00:00:00.000;N;871,3;0,0;0,0;0,0
3605;2;2;4;3605;2013/03/19 00:00:00.000;N;1215,86;0,0;0,0;0,0
3606;2;3;1;3606;2013/03/19 00:00:00.000;N;459,41;0,0;0,0;0,0
3607;3;2;6;3607;2013/03/19 00:00:00.000;N;864,99;0,0;0,0;0,0
3608;1;1;6;3608;2015/02/17 00:00:00.000;N;786,1;0,0;0,0;0,0
3609;3;1;3;3609;2015/02/17 00:00:00.000;N;609,03;0,0;0,0;0,0
3610;1;3;4;3610;2015/02/17 00:00:00.000;N;1044,5;0,0;0,0;0,0
3611;2;1;5;3611;2015/02/17 00:00:00.000;N;1134,0;0,0;0,0;0,0
3612;3;3;3;3612;2015/02/17 00:00:00.000;N;402,0;0,0;0,0;0,0
3613;3;2;6;3613;2015/02/17 00:00:00.000;N;835,1;0,0;0,0;0,0
3614;3;3;4;3614;2015/02/17 00:00:00.000;N;420,82;0,0;0,0;0,0
3615;2;3;1;3615;2015/02/17 00:00:00.000;N;670,46;0,0;0,0;0,0
3616;1;1;6;3616;2015/02/17 00:00:00.000;N;943,62;0,0;0,0;0,0
3617;3;1;3;3617;2015/02/17 00:00:00.000;N;820,0;0,0;0,0;0,0
3618;2;3;2;3618;2015/02/17 00:00:00.000;N;1070,0;0,0;0,0;0,0
3619;3;1;5;3619;2015/02/17 00:00:00.000;N;975,0;0,0;0,0;0,0
3620;2;2;3;3620;2015/02/17 00:00:00.000;N;630,75;0,0;0,0;0,0
3621;3;2;5;3621;2015/02/17 00:00:00.000;N;929,5;0,0;0,0;0,0
3622;3;2;2;3622;2015/02/17 00:00:00.000;N;878,97;0,0;0,0;0,0
3623;2;3;3;3623;2015/02/17 00:00:00.000;N;429,3;0,0;0,0;0,0
3624;3;1;6;3624;2015/02/17 00:00:00.000;N;1350,0;0,0;0,0;0,0
3625;1;2;2;3625;2015/02/17 00:00:00.000;N;1027,62;0,0;0,0;0,0
3626;1;2;3;3626;2015/02/17 00:00:00.000;N;941,98;0,0;0,0;0,0
3627;1;2;2;3627;2015/02/17 00:00:00.000;N;1003,2;0,0;0,0;0,0
3628;1;2;2;3628;2015/02/17 00:00:00.000;N;1058,86;0,0;0,0;0,0
3629;2;1;3;3629;2015/02/17 00:00:00.000;N;921,32;0,0;0,0;0,0
3630;1;1;6;3630;2015/02/17 00:00:00.000;N;616,54;0,0;0,0;0,0
3631;2;2;6;3631;2015/02/17 00:00:00.000;N;1421,9;0,0;0,0;0,0
3632;3;1;5;3632;2015/02/17 00:00:00.000;N;1126,43;0,0;0,0;0,0
3633;3;3;6;3633;2015/02/17 00:00:00.000;N;911,4;0,0;0,0;0,0
3634;2;3;4;3634;2015/02/17 00:00:00.000;N;781,23;0,0;0,0;0,0
3635;3;1;3;3635;2015/02/17 00:00:00.000;N;459,65;0,0;0,0;0,0
3636;2;1;3;3636;2015/02/17 00:00:00.000;N;806,74;0,0;0,0;0,0
3637;2;2;4;3637;2015/02/17 00:00:00.000;N;1146,17;0,0;0,0;0,0
3638;3;2;1;3638;2015/02/17 00:00:00.000;N;897,8;0,0;0,0;0,0
3639;3;2;2;3639;2015/02/17 00:00:00.000;N;919,6;0,0;0,0;0,0
3640;2;1;3;3640;2015/02/17 00:00:00.000;N;1730,5;0,0;0,0;0,0
3641;2;3;4;3641;2015/02/17 00:00:00.000;N;765,55;0,0;0,0;0,0
3642;3;3;5;3642;2015/02/17 00:00:00.000;N;500,44;0,0;0,0;0,0
3643;1;1;5;3643;2015/02/17 00:00:00.000;N;1955,82;0,0;0,0;0,0
3644;1;3;3;3644;2015/02/17 00:00:00.000;N;606,9;0,0;0,0;0,0
3645;1;2;4;3645;2015/02/17 00:00:00.000;N;1409,91;0,0;0,0;0,0
3646;1;3;5;3646;2015/02/17 00:00:00.000;N;536,95;0,0;0,0;0,0
3647;1;2;2;3647;2015/02/17 00:00:00.000;N;1152,8;0,0;0,0;0,0
3648;2;3;3;3648;2015/02/17 00:00:00.000;N;1027,0;0,0;0,0;0,0
3649;3;3;6;3649;2015/02/17 00:00:00.000;N;581,74;0,0;0,0;0,0
3650;1;1;2;3650;2015/02/17 00:00:00.000;N;1256,83;0,0;0,0;0,0
3651;3;2;2;3651;2015/02/17 00:00:00.000;N;864,59;0,0;0,0;0,0
3652;3;3;3;3652;2015/02/17 00:00:00.000;N;1247,8;0,0;0,0;0,0
3653;1;3;3;3653;2015/02/17 00:00:00.000;N;811,58;0,0;0,0;0,0
3654;1;3;1;3654;2015/02/17 00:00:00.000;N;1429,76;0,0;0,0;0,0
3655;3;2;4;3655;2015/02/17 00:00:00.000;N;589,04;0,0;0,0;0,0
3656;2;1;1;3656;2015/02/17 00:00:00.000;N;1269,1;0,0;0,0;0,0
3657;3;1;3;3657;2015/02/17 00:00:00.000;N;692,99;0,0;0,0;0,0
3658;1;2;2;3658;2015/02/17 00:00:00.000;N;946,2;0,0;0,0;0,0
3659;1;1;1;3659;2015/02/17 00:00:00.000;N;1170,47;0,0;0,0;0,0
3660;2;1;4;3660;2015/02/17 00:00:00.000;N;638,75;0,0;0,0;0,0
3661;1;3;6;3661;2015/02/17 00:00:00.000;N;1435,86;0,0;0,0;0,0
3662;3;2;6;3662;2015/02/17 00:00:00.000;N;269,71;0,0;0,0;0,0
3663;1;2;5;3663;2015/02/17 00:00:00.000;N;524,5;0,0;0,0;0,0
3664;3;3;6;3664;2015/02/17 00:00:00.000;N;963,93;0,0;0,0;0,0
3665;3;1;2;3665;2015/02/17 00:00:00.000;N;902,5;0,0;0,0;0,0
3666;2;1;6;3666;2015/02/17 00:00:00.000;N;791,49;0,0;0,0;0,0
3667;1;1;6;3667;2015/02/17 00:00:00.000;N;979,0;0,0;0,0;0,0
3668;2;1;6;3668;2015/02/17 00:00:00.000;N;575,0;0,0;0,0;0,0
3669;1;2;2;3669;2015/02/17 00:00:00.000;N;758,56;0,0;0,0;0,0
3670;3;2;4;3670;2015/02/17 00:00:00.000;N;950,61;0,0;0,0;0,0
3671;2;1;2;3671;2015/02/17 00:00:00.000;N;789,3;0,0;0,0;0,0
3672;2;1;5;3672;2015/02/17 00:00:00.000;N;1201,52;0,0;0,0;0,0
3673;1;1;2;3673;2015/02/17 00:00:00.000;N;1575,4;0,0;0,0;0,0
3674;3;1;4;3674;2015/02/17 00:00:00.000;N;1433,98;0,0;0,0;0,0
3675;1;2;5;3675;2015/02/17 00:00:00.000;N;795,82;0,0;0,0;0,0
3676;3;3;1;3676;2015/02/17 00:00:00.000;N;752,82;0,0;0,0;0,0
3677;1;2;6;3677;2015/02/17 00:00:00.000;N;1568,16;0,0;0,0;0,0
3678;3;3;5;3678;2015/02/17 00:00:00.000;N;982,87;0,0;0,0;0,0
3679;1;1;3;3679;2015/02/17 00:00:00.000;N;1636,5;0,0;0,0;0,0
3680;3;2;6;3680;2015/02/17 00:00:00.000;N;698,1;0,0;0,0;0,0
3681;3;1;1;3681;2015/02/17 00:00:00.000;N;1228,5;0,0;0,0;0,0
3682;3;3;5;3682;2015/02/17 00:00:00.000;N;527,26;0,0;0,0;0,0
3683;1;3;2;3683;2015/02/17 00:00:00.000;N;1603,92;0,0;0,0;0,0
3684;1;3;5;3684;2015/02/17 00:00:00.000;N;743,63;0,0;0,0;0,0
3685;3;2;2;3685;2015/02/17 00:00:00.000;N;953,87;0,0;0,0;0,0
3686;2;1;4;3686;2015/02/17 00:00:00.000;N;982,5;0,0;0,0;0,0
3687;3;2;1;3687;2015/02/17 00:00:00.000;N;597,82;0,0;0,0;0,0
3688;3;2;5;3688;2015/02/17 00:00:00.000;N;1093,0;0,0;0,0;0,0
3689;2;3;3;3689;2015/02/17 00:00:00.000;N;647,0;0,0;0,0;0,0
3690;2;2;5;3690;2015/02/17 00:00:00.000;N;1067,0;0,0;0,0;0,0
3691;3;1;3;3691;2015/02/17 00:00:00.000;N;1528,5;0,0;0,0;0,0
3692;1;2;2;3692;2015/02/17 00:00:00.000;N;1473,0;0,0;0,0;0,0
3693;2;3;3;3693;2015/02/17 00:00:00.000;N;1335,0;0,0;0,0;0,0
3694;2;3;4;3694;2015/02/17 00:00:00.000;N;1042,67;0,0;0,0;0,0
3695;1;3;4;3695;2015/02/17 00:00:00.000;N;1110,45;0,0;0,0;0,0
3696;3;2;6;3696;2015/02/17 00:00:00.000;N;503,83;0,0;0,0;0,0
3697;3;3;2;3697;2015/02/17 00:00:00.000;N;396,0;0,0;0,0;0,0
3698;3;1;6;3698;2015/02/17 00:00:00.000;N;1645,89;0,0;0,0;0,0
3699;3;2;3;3699;2015/02/17 00:00:00.000;N;1024,7;0,0;0,0;0,0
3700;3;2;1;3700;2015/02/17 00:00:00.000;N;1069,6;0,0;0,0;0,0
3701;3;3;6;3701;2015/02/17 00:00:00.000;N;832,0;0,0;0,0;0,0
3702;3;3;4;3702;2015/02/17 00:00:00.000;N;1479,1;0,0;0,0;0,0
3703;1;3;4;3703;2015/02/17 00:00:00.000;N;704,29;0,0;0,0;0,0
3704;1;2;4;3704;2015/02/17 00:00:00.000;N;1123,56;0,0;0,0;0,0
3705;1;2;3;3705;2015/02/17 00:00:00.000;N;825,4;0,0;0,0;0,0
3706;1;3;5;3706;2015/02/17 00:00:00.000;N;1038,85;0,0;0,0;0,0
3707;1;2;6;3707;2015/02/17 00:00:00.000;N;658,0;0,0;0,0;0,0
3808;1;2;1;3808;2013/03/30 00:00:00.000;N;1619,62;0,0;0,0;0,0
3809;2;3;4;3809;2013/03/30 00:00:00.000;N;1161,56;0,0;0,0;0,0
3810;2;1;3;3810;2013/03/30 00:00:00.000;N;853,7;0,0;0,0;0,0
3811;1;2;5;3811;2013/03/30 00:00:00.000;N;1008,0;0,0;0,0;0,0
3812;1;1;4;3812;2013/03/30 00:00:00.000;N;1217,95;0,0;0,0;0,0
3813;1;2;3;3813;2013/03/30 00:00:00.000;N;1106,2;0,0;0,0;0,0
3814;1;1;1;3814;2013/03/30 00:00:00.000;N;843,1;0,0;0,0;0,0
3815;1;1;5;3815;2013/03/30 00:00:00.000;N;480,88;0,0;0,0;0,0
3816;2;2;4;3816;2013/03/30 00:00:00.000;N;716,99;0,0;0,0;0,0
3817;1;1;1;3817;2013/03/30 00:00:00.000;N;1014,3;0,0;0,0;0,0
3818;2;1;4;3818;2013/03/30 00:00:00.000;N;974,93;0,0;0,0;0,0
3819;3;2;5;3819;2013/03/30 00:00:00.000;N;1285,15;0,0;0,0;0,0
3820;2;3;2;3820;2013/03/30 00:00:00.000;N;1023,24;0,0;0,0;0,0
3821;3;3;6;3821;2013/03/30 00:00:00.000;N;733,5;0,0;0,0;0,0
3822;2;3;4;3822;2013/03/30 00:00:00.000;N;726,91;0,0;0,0;0,0
3823;2;1;4;3823;2013/03/30 00:00:00.000;N;651,3;0,0;0,0;0,0
3824;1;3;6;3824;2013/03/30 00:00:00.000;N;1175,37;0,0;0,0;0,0
3825;3;2;6;3825;2013/03/30 00:00:00.000;N;1258,5;0,0;0,0;0,0
3826;3;1;5;3826;2013/03/30 00:00:00.000;N;954,84;0,0;0,0;0,0
3827;2;3;3;3827;2013/03/30 00:00:00.000;N;672,38;0,0;0,0;0,0
3828;3;2;2;3828;2013/03/30 00:00:00.000;N;1539,8;0,0;0,0;0,0
3829;3;3;4;3829;2013/03/30 00:00:00.000;N;1447,19;0,0;0,0;0,0
3830;3;1;2;3830;2013/03/30 00:00:00.000;N;615,88;0,0;0,0;0,0
3831;3;3;3;3831;2013/03/30 00:00:00.000;N;606,3;0,0;0,0;0,0
3832;3;3;3;3832;2013/03/30 00:00:00.000;N;675,4;0,0;0,0;0,0
3833;2;1;1;3833;2013/03/30 00:00:00.000;N;776,6;0,0;0,0;0,0
3834;2;3;1;3834;2013/03/30 00:00:00.000;N;1214,09;0,0;0,0;0,0
3835;1;2;4;3835;2013/03/30 00:00:00.000;N;586,0;0,0;0,0;0,0
3836;3;2;2;3836;2013/03/30 00:00:00.000;N;562,8;0,0;0,0;0,0
3837;2;1;5;3837;2013/03/30 00:00:00.000;N;1031,62;0,0;0,0;0,0
3838;1;1;2;3838;2013/03/30 00:00:00.000;N;698,8;0,0;0,0;0,0
3839;3;3;6;3839;2013/03/30 00:00:00.000;N;1395,0;0,0;0,0;0,0
3840;3;2;4;3840;2013/03/30 00:00:00.000;N;1330,3;0,0;0,0;0,0
3841;3;3;6;3841;2013/03/30 00:00:00.000;N;629,74;0,0;0,0;0,0
3842;3;1;4;3842;2013/03/30 00:00:00.000;N;1018,6;0,0;0,0;0,0
3843;2;1;2;3843;2013/03/30 00:00:00.000;N;993,88;0,0;0,0;0,0
3844;1;2;6;3844;2013/03/30 00:00:00.000;N;541,88;0,0;0,0;0,0
3845;3;1;1;3845;2013/03/30 00:00:00.000;N;1107,86;0,0;0,0;0,0
3846;3;2;4;3846;2013/03/30 00:00:00.000;N;1169,74;0,0;0,0;0,0
3847;2;1;1;3847;2013/03/30 00:00:00.000;N;961,3;0,0;0,0;0,0
3848;1;2;2;3848;2013/03/30 00:00:00.000;N;970,7;0,0;0,0;0,0
3849;3;2;5;3849;2013/03/30 00:00:00.000;N;784,0;0,0;0,0;0,0
3850;3;1;6;3850;2013/03/30 00:00:00.000;N;1152,0;0,0;0,0;0,0
3851;2;2;4;3851;2013/03/30 00:00:00.000;N;1243,75;0,0;0,0;0,0
3852;3;2;6;3852;2013/03/30 00:00:00.000;N;2602,3;0,0;0,0;0,0
3853;3;1;5;3853;2013/03/30 00:00:00.000;N;1045,93;0,0;0,0;0,0
3854;2;3;1;3854;2013/03/30 00:00:00.000;N;903,0;0,0;0,0;0,0
3855;3;3;6;3855;2013/03/30 00:00:00.000;N;691,36;0,0;0,0;0,0
3856;1;2;5;3856;2013/03/30 00:00:00.000;N;1628,3;0,0;0,0;0,0
3857;2;1;2;3857;2013/03/30 00:00:00.000;N;1244,56;0,0;0,0;0,0
3858;2;3;4;3858;2013/03/30 00:00:00.000;N;776,72;0,0;0,0;0,0
3859;2;2;6;3859;2013/03/30 00:00:00.000;N;1230,0;0,0;0,0;0,0
3860;2;1;6;3860;2013/03/30 00:00:00.000;N;731,33;0,0;0,0;0,0
3861;3;1;1;3861;2013/03/30 00:00:00.000;N;1757,8;0,0;0,0;0,0
3862;3;3;2;3862;2013/03/30 00:00:00.000;N;1158,5;0,0;0,0;0,0
3863;3;3;3;3863;2013/03/30 00:00:00.000;N;1251,0;0,0;0,0;0,0
3864;3;2;2;3864;2013/03/30 00:00:00.000;N;1167,02;0,0;0,0;0,0
3865;3;1;6;3865;2013/03/30 00:00:00.000;N;801,5;0,0;0,0;0,0
3866;1;1;5;3866;2013/03/30 00:00:00.000;N;731,72;0,0;0,0;0,0
3867;1;3;6;3867;2013/03/30 00:00:00.000;N;488,86;0,0;0,0;0,0
3868;3;2;2;3868;2013/03/30 00:00:00.000;N;960,0;0,0;0,0;0,0
3869;3;3;6;3869;2013/03/30 00:00:00.000;N;1113,9;0,0;0,0;0,0
3870;1;3;4;3870;2013/03/30 00:00:00.000;N;1426,74;0,0;0,0;0,0
3871;2;2;2;3871;2013/03/30 00:00:00.000;N;960,5;0,0;0,0;0,0
3872;2;3;1;3872;2013/03/30 00:00:00.000;N;1426,02;0,0;0,0;0,0
3873;2;1;3;3873;2013/03/30 00:00:00.000;N;1885,1;0,0;0,0;0,0
3874;1;1;1;3874;2013/03/30 00:00:00.000;N;773,45;0,0;0,0;0,0
3875;3;2;2;3875;2013/03/30 00:00:00.000;N;866,81;0,0;0,0;0,0
3876;2;3;6;3876;2013/03/30 00:00:00.000;N;1466,73;0,0;0,0;0,0
3877;3;3;3;3877;2013/03/30 00:00:00.000;N;839,2;0,0;0,0;0,0
3878;3;2;1;3878;2013/03/30 00:00:00.000;N;880,87;0,0;0,0;0,0
3879;2;2;2;3879;2013/03/30 00:00:00.000;N;935,3;0,0;0,0;0,0
3880;2;1;4;3880;2013/03/30 00:00:00.000;N;1374,8;0,0;0,0;0,0
3881;2;2;5;3881;2013/03/30 00:00:00.000;N;640,76;0,0;0,0;0,0
3882;1;2;1;3882;2013/03/30 00:00:00.000;N;763,75;0,0;0,0;0,0
3883;1;3;1;3883;2013/03/30 00:00:00.000;N;937,09;0,0;0,0;0,0
